PX1,PY1,PX2,PY2,PX3,PY3,PX4,PY4
-11.22,166.08700000000005,-4.291,180.083,4.37,179.75799999999995,8.957,166.44099999999997
-11.083,166.08700000000005,-4.154,180.34799999999998,4.232,179.965,9.075,166.234
-11.22,165.93900000000005,-4.291,180.142,4.37,179.72799999999995,8.957,166.44099999999997
-11.083,165.998,-4.154,180.407,4.232,179.87599999999995,9.094,166.293
-11.22,165.93900000000005,-3.9960000000000004,180.555,4.35,178.872,8.957,166.44099999999997
-11.083,165.998,-4.154,180.407,4.232,179.935,9.094,166.293
-11.22,166.028,-3.9960000000000004,180.555,4.075,180.791,8.957,166.5
-11.083,166.08700000000005,-4.154,180.407,4.232,180.614,9.075,166.234
-11.22,166.08700000000005,-3.9960000000000004,180.555,4.37,179.75799999999995,8.957,166.44099999999997
-11.083,166.08700000000005,-4.154,180.407,4.232,179.965,9.075,166.234
-11.22,166.08700000000005,-4.291,180.083,4.37,180.26,8.957,166.44099999999997
-11.083,166.08700000000005,-4.154,180.34799999999998,4.232,180.024,9.094,166.293
-11.22,166.08700000000005,-4.291,180.083,4.075,180.88,8.957,166.44099999999997
-11.083,166.08700000000005,-4.154,180.34799999999998,4.232,180.024,9.094,166.293
-11.22,166.08700000000005,-4.291,180.083,4.37,179.75799999999995,8.957,166.44099999999997
-11.083,166.08700000000005,-4.154,180.407,4.232,180.614,9.075,166.234
-11.22,166.08700000000005,-4.291,180.083,4.37,179.72799999999995,8.957,166.44099999999997
-11.083,166.08700000000005,-4.154,180.407,4.232,179.935,9.094,166.293
-11.22,166.08700000000005,-4.291,180.142,4.35,178.813,8.957,166.44099999999997
-11.083,166.08700000000005,-4.154,180.467,4.173,177.18900000000005,9.075,166.234
-11.22,166.08700000000005,-4.291,180.083,4.35,178.665,8.957,166.41099999999997
-11.083,166.08700000000005,-4.154,180.407,4.1930000000000005,178.665,9.075,166.205
-11.22,166.08700000000005,-4.291,180.142,4.331,177.012,8.957,166.44099999999997
-11.083,166.08700000000005,-4.154,180.407,4.232,179.72799999999995,9.094,166.293
-11.22,166.08700000000005,-4.291,180.142,4.35,179.551,8.957,166.5
-11.083,166.08700000000005,-4.154,180.407,4.213,179.226,9.075,166.234
-11.22,166.08700000000005,-4.291,180.171,4.331,177.484,8.957,166.44099999999997
-11.083,166.08700000000005,-4.154,180.407,4.213,179.197,9.075,166.205
-11.22,166.08700000000005,-4.291,180.171,4.35,178.813,8.957,166.44099999999997
-11.083,166.08700000000005,-4.154,180.467,4.232,179.965,9.075,166.205
-11.22,166.08700000000005,-4.291,180.171,4.37,179.72799999999995,8.957,166.44099999999997
-11.083,166.08700000000005,-4.154,180.49599999999998,4.232,179.965,9.075,166.205
-11.22,166.08700000000005,-4.291,180.171,4.37,179.72799999999995,8.957,166.41099999999997
-11.083,166.08700000000005,-4.154,180.49599999999998,4.232,180.024,9.075,166.205
-11.22,166.08700000000005,-4.291,180.142,4.37,179.817,8.957,166.44099999999997
-11.083,165.998,-4.154,180.407,4.232,179.965,9.094,166.293
-11.22,166.08700000000005,-4.291,180.142,4.37,180.28900000000002,8.957,166.44099999999997
-11.083,165.998,-4.154,180.34799999999998,4.232,180.467,9.075,166.205
-11.22,165.998,-4.291,180.083,4.37,180.26,8.957,166.44099999999997
-11.083,166.08700000000005,-4.154,180.34799999999998,4.232,180.614,9.075,166.205
-11.22,165.998,-4.291,180.083,4.37,179.61,8.957,166.44099999999997
-11.083,166.08700000000005,-4.154,180.407,4.232,179.87599999999995,9.075,166.205
-11.22,166.08700000000005,-4.291,180.142,4.35,179.49200000000005,8.957,166.44099999999997
-11.357999999999999,166.028,-4.154,180.467,4.173,177.071,9.075,166.205
-11.22,165.998,-4.291,180.142,4.35,179.433,8.957,166.41099999999997
-11.083,166.028,-4.154,180.467,4.232,180.614,9.075,166.205
-11.22,166.028,-4.291,180.142,4.37,179.61,8.957,166.44099999999997
-11.083,166.028,-4.154,180.34799999999998,4.232,180.673,9.075,166.205
-11.22,166.08700000000005,-4.291,180.083,4.075,180.88,8.957,166.44099999999997
-11.083,166.08700000000005,-4.154,180.407,4.232,180.732,9.094,166.293
-11.22,166.08700000000005,-4.291,180.142,4.075,180.88,8.957,166.53
-11.083,166.08700000000005,-4.154,180.34799999999998,4.232,180.732,9.094,166.293
-11.22,166.08700000000005,-4.291,180.083,4.37,179.75799999999995,8.957,166.58900000000003
-11.083,166.08700000000005,-4.154,180.407,4.232,180.732,9.094,166.293
-11.22,166.08700000000005,-4.291,180.083,4.37,179.669,9.213,166.146
-11.083,166.08700000000005,-4.154,180.407,4.232,180.673,9.094,166.352
-11.22,166.08700000000005,-4.291,180.142,4.37,180.34799999999998,9.213,166.146
-11.083,166.08700000000005,-4.154,180.407,4.232,180.614,9.094,166.41099999999997
-11.22,166.08700000000005,-3.9960000000000004,180.555,4.37,180.34799999999998,9.213,166.146
-11.083,166.028,-4.154,180.34799999999998,4.232,180.673,9.094,166.293
-11.22,165.998,-3.9960000000000004,180.555,4.37,180.34799999999998,9.213,166.146
-11.083,165.998,-4.154,180.34799999999998,4.232,180.585,9.094,166.293
-11.22,165.93900000000005,-4.291,179.935,4.37,180.28900000000002,9.213,166.08700000000005
-11.083,165.93900000000005,-4.154,180.171,4.232,180.467,9.094,166.293
-11.22,165.88,-4.291,179.75799999999995,4.37,180.28900000000002,8.957,166.44099999999997
-11.083,165.93900000000005,-4.154,180.23,4.232,180.467,9.075,166.234
-11.22,165.88,-4.291,179.817,4.37,180.28900000000002,9.213,166.028
-11.083,165.93900000000005,-4.154,180.23,4.232,180.52599999999998,9.075,166.234
-11.22,165.88,-4.291,179.817,4.37,180.201,8.957,166.44099999999997
-11.083,165.88,-4.154,180.23,4.232,180.585,9.094,166.293
-11.22,165.88,-4.291,179.817,4.37,180.26,9.213,166.08700000000005
-11.083,165.93900000000005,-4.154,180.142,4.232,180.467,9.094,166.293
-11.22,165.88,-4.291,179.75799999999995,4.37,180.28900000000002,9.213,166.146
-11.083,165.88,-4.154,180.083,4.232,180.52599999999998,9.094,166.293
-11.22,165.88,-4.2225,179.699,4.37,180.201,9.213,166.028
-11.083,165.93900000000005,-4.2225,179.699,4.508,179.87599999999995,9.075,166.234
-11.22,165.88,-4.2225,179.699,4.37,180.26,9.213,166.028
-11.083,165.88,-4.2225,179.699,4.508,179.87599999999995,9.075,166.205
-10.945,165.93900000000005,-3.9960000000000004,180.28900000000002,4.37,180.26,9.213,166.028
-11.427,165.90900000000005,-4.2225,179.699,4.508,179.935,9.075,166.205
-10.945,165.93900000000005,-3.9960000000000004,180.34799999999998,4.37,180.28900000000002,9.213,165.998
-11.083,165.93900000000005,-4.2225,179.699,4.508,179.817,9.075,166.205
-10.945,165.93900000000005,-4.2225,179.699,4.37,180.28900000000002,9.213,165.998
-11.083,165.88,-4.2225,179.699,4.508,179.935,9.075,166.234
-10.945,165.88,-4.2225,179.699,4.37,180.28900000000002,9.213,165.998
-11.083,165.88,-4.2225,179.699,4.508,179.935,9.075,166.205
-10.945,165.88,-4.2225,179.699,4.37,180.26,9.213,166.028
-11.083,165.88,-4.2225,179.699,4.508,179.87599999999995,9.094,166.293
-10.945,165.88,-4.2225,179.699,4.37,180.26,9.213,166.028
-11.083,165.88,-4.2225,179.699,4.508,179.87599999999995,9.094,166.293
-10.945,165.88,-3.9960000000000004,180.28900000000002,4.37,180.28900000000002,9.213,166.028
-11.083,165.88,-4.2225,179.699,4.508,179.817,9.075,166.205
-10.945,165.88,-3.9960000000000004,180.28900000000002,4.37,180.28900000000002,9.213,166.028
-11.083,165.88,-4.2225,179.699,4.508,179.935,9.094,166.293
-10.945,165.88,-3.9960000000000004,180.23,4.37,180.201,9.213,166.146
-11.083,165.88,-4.2225,179.699,4.508,179.87599999999995,9.094,166.293
-10.945,165.88,-4.2225,179.699,4.37,180.26,9.213,166.146
-11.083,165.88,-4.2225,179.699,4.508,179.87599999999995,9.094,166.293
-10.925,165.821,-3.9960000000000004,180.34799999999998,4.37,180.28900000000002,9.213,166.146
-11.083,165.88,-4.2225,179.699,4.508,179.935,9.094,166.293
-10.945,165.88,-3.9960000000000004,180.23,4.37,180.28900000000002,9.213,166.146
-11.083,165.88,-4.2225,179.699,4.508,179.965,9.094,166.293
-10.945,165.93900000000005,-3.9960000000000004,180.28900000000002,4.37,180.26,9.213,166.146
-11.083,165.88,-4.2225,179.699,4.508,179.935,9.075,166.234
-10.945,165.88,-3.9960000000000004,180.34799999999998,4.37,180.28900000000002,9.213,166.146
-11.062999999999999,165.821,-4.2225,179.699,4.508,179.935,9.075,166.234
-10.945,165.93900000000005,-3.9960000000000004,180.28900000000002,4.37,180.28900000000002,9.213,166.146
-11.083,165.88,-4.2225,179.699,4.508,179.965,9.075,166.234
-10.945,165.88,-3.9960000000000004,180.28900000000002,4.37,180.26,9.213,166.08700000000005
-11.083,165.88,-4.2225,179.699,4.508,179.965,9.075,166.234
-11.22,165.88,-3.9960000000000004,180.28900000000002,4.37,180.26,9.213,166.146
-11.083,165.88,-4.2225,179.699,4.508,180.024,9.094,166.293
-10.945,165.93900000000005,-3.9960000000000004,180.23,4.37,180.467,9.213,166.146
-11.083,165.88,-4.2225,179.699,4.508,180.083,9.35,166.028
-10.945,165.93900000000005,-3.9960000000000004,180.171,4.37,180.407,9.213,166.146
-11.083,165.93900000000005,-4.2225,179.699,4.508,180.142,9.35,165.998
-10.945,165.93900000000005,-3.9960000000000004,180.28900000000002,4.37,180.467,9.213,166.146
