P1,P2,P3,P4
-9.311,-1.102,7.067,12.657
-6.909,-0.669,7.461,12.52
-6.772,-1.102,7.598,12.657
-7.047000000000001,-1.102,7.598,12.657
-6.909,-2.697,7.461,12.52
-7.047000000000001,-1.102,7.598,12.657
-6.772,-0.807,7.067,12.657
-6.909,-1.043,7.461,12.52
-6.772,-0.807,7.598,12.657
-7.047000000000001,-1.102,7.067,12.657
-6.909,-0.965,7.461,12.52
-6.772,-1.102,7.598,12.657
-6.909,-0.965,7.461,12.52
-6.909,-0.965,7.461,12.52
-6.772,-1.102,7.598,12.657
-7.047000000000001,-0.807,7.598,12.657
-6.909,-0.965,7.461,12.52
-7.047000000000001,-1.102,7.598,12.657
-7.047000000000001,-0.807,7.598,12.657
-6.909,-0.965,7.461,12.815
-6.772,-0.807,7.598,12.657
-6.909,-0.177,7.461,12.815
-6.909,-0.965,7.461,12.815
-6.772,-1.102,7.598,19.705
-6.909,-0.965,7.461,12.815
-6.909,-0.512,7.461,12.815
-6.772,-0.5710000000000001,7.598,12.953
-6.909,-0.965,7.736000000000001,12.815
-8.031,-0.965,7.224,12.815
-6.772,-1.102,7.598,12.657
-6.909,-0.965,7.461,14.213
-6.909,-0.965,7.461,12.815
-6.772,-0.807,7.598,12.657
-6.909,-0.965,7.224,12.815
-6.909,-0.965,7.736000000000001,12.815
-6.772,-0.807,7.598,12.657
-6.909,-0.965,7.736000000000001,16.752
-6.909,-0.965,7.736000000000001,12.52
-7.047000000000001,-0.807,7.598,12.657
-6.909,-0.965,7.736000000000001,12.52
-8.602,-0.965,8.524,12.52
-6.772,-1.102,7.598,14.075
-6.909,-0.965,7.736000000000001,12.815
-6.772,-0.807,7.598,12.657
-6.772,-0.807,7.598,12.657
-6.909,-0.965,7.736000000000001,12.815
-6.772,-1.102,7.598,15.197000000000001
-6.772,-1.102,7.598,12.657
-6.909,-0.965,7.736000000000001,12.815
-6.772,-0.807,7.598,18.012
-6.772,-0.807,7.598,12.953
-6.909,-0.965,7.756,12.815
-6.772,-0.807,7.598,12.953
-6.772,-0.8270000000000001,7.598,12.953
-6.909,-0.965,7.756,12.815
-6.772,-0.5710000000000001,7.362,12.953
-6.772,-1.102,7.598,12.953
-6.909,-0.965,7.756,12.815
-6.772,-0.8270000000000001,7.126,12.953
-10.157,-0.8270000000000001,7.598,12.657
-6.909,-0.965,7.756,12.815
-6.772,-0.807,7.598,12.657
-6.909,-0.965,7.736000000000001,12.815
-6.909,-0.965,7.756,12.815
-6.772,-0.807,7.362,6.712999999999999
-6.909,-0.669,7.756,12.815
-6.909,-0.965,7.756,12.815
-6.772,-0.8270000000000001,7.598,12.953
-6.6339999999999995,-0.965,7.756,12.815
-6.6339999999999995,-0.965,7.756,12.815
-6.772,-0.8270000000000001,7.598,12.953
-6.6339999999999995,-0.965,7.756,13.091
-6.6339999999999995,-0.965,7.756,12.815
-10.433,-0.8270000000000001,7.598,12.953
-6.772,-0.8270000000000001,7.598,12.953
-6.6339999999999995,-0.965,7.756,14.488
-6.772,-0.8270000000000001,7.598,12.657
-9.173,-0.965,7.756,12.815
-6.6339999999999995,-0.9840000000000001,6.004,16.180999999999997
-6.772,-0.512,7.598,12.657
-6.6339999999999995,-0.669,7.756,12.815
-6.6339999999999995,-0.669,7.756,13.091
-6.772,-0.39399999999999996,7.874,12.953
-6.6339999999999995,-0.669,7.756,13.091
-6.772,-0.8270000000000001,7.874,12.953
-6.772,-0.8270000000000001,7.598,12.953
-6.6339999999999995,-0.965,7.756,12.815
-6.772,-0.8270000000000001,7.598,12.953
-6.772,-0.8270000000000001,7.874,12.953
-6.6339999999999995,-0.965,6.949,12.815
-6.772,-0.8270000000000001,7.598,13.799000000000001
-6.772,-0.8270000000000001,7.598,12.677
-6.6339999999999995,-0.965,7.263999999999999,12.815
-6.772,-0.8270000000000001,7.598,12.953
-6.772,-0.8270000000000001,7.598,12.953
-6.6339999999999995,-0.965,7.756,13.091
-6.772,-0.8270000000000001,7.598,12.953
-6.772,-0.8270000000000001,7.598,12.953
-6.6339999999999995,-0.965,7.756,12.815
-6.772,-0.8270000000000001,7.362,12.953
-6.772,-0.8270000000000001,7.598,12.953
-6.6339999999999995,-0.965,7.756,12.815
-9.862,-0.807,7.598,12.953
-6.6339999999999995,-0.374,7.756,13.091
-6.909,-1.024,7.756,13.091
-7.617999999999999,-0.8270000000000001,7.598,12.953
-6.6339999999999995,-0.965,7.756,13.091
-6.909,-0.669,7.756,13.091
-6.772,-0.512,7.874,12.953
-7.185,-0.965,7.756,12.815
-7.48,-0.965,7.756,13.091
-6.772,-0.8270000000000001,7.598,15.197000000000001
-8.031,-0.965,7.756,12.815
-6.909,-0.965,7.756,13.091
-6.772,-0.8270000000000001,7.598,12.953
-7.756,-0.965,7.756,12.815
-6.6339999999999995,-1.26,7.756,12.815
-6.772,-0.8270000000000001,7.598,12.953
-6.6339999999999995,0.925,7.756,12.815
-6.6339999999999995,-0.374,7.756,13.091
-6.772,-0.807,7.598,12.953
-7.48,-0.669,7.756,13.091
-8.031,-0.965,7.756,14.213
-8.169,-0.8270000000000001,7.874,14.35
-7.756,-0.965,7.756,14.213
-7.617999999999999,-0.23600000000000002,7.598,14.35
-7.343,-0.8270000000000001,7.598,14.35
-7.756,-0.965,7.756,14.213
4.154,4.35,4.941,14.075
4.449,13.504000000000001,15.472000000000001,15.472000000000001
-7.047000000000001,-0.807,7.598,13.504000000000001
-7.343,-0.8270000000000001,7.598,13.504000000000001
-7.343,-0.8270000000000001,7.598,14.075
-7.185,-0.965,7.756,13.366
-7.047000000000001,-0.8270000000000001,7.598,13.504000000000001
-7.047000000000001,-0.8270000000000001,7.598,13.504000000000001
-7.185,-0.965,7.756,13.366
-7.047000000000001,-0.8270000000000001,7.598,13.504000000000001
-7.047000000000001,-0.8270000000000001,7.598,13.504000000000001
-7.185,-0.965,7.756,13.366
-6.909,-0.965,7.756,13.366
-6.909,-0.669,6.535,13.091
-7.185,-0.965,7.736000000000001,14.213
-7.047000000000001,-0.8270000000000001,7.598,13.228
-6.909,-0.965,7.736000000000001,13.366
-6.909,-0.965,6.831,13.091
-7.343,-1.102,7.598,13.504000000000001
-6.909,-0.965,7.736000000000001,13.091
-6.909,-0.965,7.736000000000001,13.091
-7.047000000000001,-0.8270000000000001,7.598,14.921
-6.909,-0.965,7.756,13.091
-6.909,-0.965,7.736000000000001,13.091
-7.047000000000001,-0.8270000000000001,7.598,12.933
-6.909,-0.669,7.736000000000001,12.815
-6.909,-0.965,7.756,12.795
-7.047000000000001,-0.807,7.598,12.953
-6.909,-0.965,7.736000000000001,12.815
-7.185,-0.965,7.736000000000001,13.091
-7.047000000000001,-0.8270000000000001,7.598,14.35
-8.031,-0.965,7.736000000000001,13.071
-7.047000000000001,-0.8270000000000001,7.598,12.933
-7.047000000000001,-0.807,7.598,12.933
-6.909,-0.965,7.736000000000001,13.071
-7.047000000000001,-0.8270000000000001,7.598,12.933
-7.047000000000001,-1.102,7.598,12.933
-9.724,-0.965,7.736000000000001,12.795
-7.047000000000001,-0.8270000000000001,7.598,12.933
-7.047000000000001,-0.8270000000000001,7.598,12.933
-6.909,-0.965,7.736000000000001,12.795
-7.047000000000001,-0.591,7.598,12.933
-7.047000000000001,-0.807,7.598,12.933
-6.909,-0.965,7.736000000000001,15.905999999999999
-7.047000000000001,-1.102,7.598,12.933
-7.047000000000001,-1.102,7.598,12.933
-7.185,-1.024,7.736000000000001,12.815
-7.047000000000001,-0.8270000000000001,7.598,16.319000000000003
-7.047000000000001,-0.8270000000000001,7.598,12.933
-7.185,-0.965,7.736000000000001,13.071
-7.047000000000001,-1.102,7.598,12.933
-7.343,-1.102,7.598,13.228
-7.185,-0.965,7.736000000000001,13.366
-7.047000000000001,-1.102,7.598,12.953
-7.343,-1.102,7.598,12.933
-7.185,-0.669,7.736000000000001,12.815
-6.772,-1.693,7.598,12.933
-7.185,-0.965,7.736000000000001,12.795
-6.909,-0.965,7.736000000000001,12.815
-6.772,-1.102,7.598,13.228
-7.756,-0.965,7.756,13.091
-7.756,-0.965,7.756,13.091
-7.343,-0.8270000000000001,7.598,13.228
-7.756,-0.965,7.736000000000001,13.091
-6.909,-0.669,7.736000000000001,13.091
-7.047000000000001,-0.807,7.598,12.933
-6.909,-0.965,7.756,13.071
-7.48,-0.965,6.811,13.091
-6.772,-1.102,7.874,12.953
-7.185,-0.965,7.756,13.937000000000001
-8.878,-0.965,7.756,13.091
-6.772,-1.102,6.732,13.228
-6.909,-0.965,7.736000000000001,12.815
-6.772,-0.807,7.598,12.953
-6.772,-0.807,7.598,12.953
-6.909,-0.965,5.669,13.091
-6.772,-0.807,6.496,12.953
-6.772,-0.807,6.672999999999999,12.953
-6.909,-0.965,7.756,13.642000000000001
-6.772,-1.102,7.598,12.953
-6.772,-1.102,7.598,12.953
-7.48,-0.965,7.756,13.091
-6.772,-1.102,7.598,12.953
-6.772,-1.102,7.598,12.953
-6.909,-0.9840000000000001,7.756,13.091
-6.772,-0.807,7.303,12.953
-8.465,-0.807,7.598,12.953
-6.909,-0.965,7.756,13.091
-6.772,0.0,7.598,12.953
-6.772,-0.807,7.598,12.953
-6.909,-0.965,7.756,13.091
-6.772,-1.102,7.874,12.953
-6.772,-1.102,7.874,12.953
-6.909,0.217,7.756,13.091
-6.772,-1.102,7.874,12.953
-6.909,-0.965,7.756,13.091
-6.909,-0.965,7.756,10.866
-6.772,-1.102,6.712999999999999,12.953
-6.772,-1.1420000000000001,7.598,12.953
-6.909,-0.965,7.756,13.091
-6.772,-0.807,7.874,12.953
-6.909,-0.965,7.756,14.764000000000001
-6.909,-0.965,6.2010000000000005,13.091
-6.772,-0.807,7.874,13.799000000000001
-6.6339999999999995,-0.965,7.756,13.091
-6.909,-0.965,7.756,13.091
-6.772,-0.807,6.496,13.228
-6.909,-0.965,7.756,13.091
-7.185,-0.965,7.756,13.071
-6.772,-0.8270000000000001,7.874,12.953
-6.772,-0.8270000000000001,7.874,12.933
-7.756,-0.965,7.756,13.091
-6.772,-0.8270000000000001,7.874,13.228
-6.909,-0.965,7.756,13.071
-6.772,-0.8270000000000001,7.343,12.933
-6.772,-0.8270000000000001,7.874,12.953
-6.909,-0.965,7.756,13.071
-6.772,-0.11800000000000001,7.894,13.228
-6.772,-3.406,7.874,12.933
-6.909,-0.965,7.756,13.071
-6.772,-0.8270000000000001,7.874,12.933
-6.772,-0.8270000000000001,7.874,12.933
-6.909,-0.965,6.831,13.071
-6.772,-0.8270000000000001,7.874,12.933
-6.772,-0.8270000000000001,7.874,12.933
-6.909,-0.965,7.756,13.071
-6.772,-0.512,7.3229999999999995,12.933
-6.772,-0.8270000000000001,7.874,12.933
-6.909,-0.748,7.756,13.071
-6.772,-0.8270000000000001,7.874,12.933
-6.772,-0.8270000000000001,7.874,12.933
-6.6339999999999995,-0.965,7.756,13.071
-6.772,-0.8270000000000001,7.874,12.933
-6.772,-0.8270000000000001,7.874,12.933
-6.6339999999999995,-0.965,7.756,13.071
-6.772,-0.8270000000000001,8.15,13.228
-6.6339999999999995,-0.965,7.756,13.366
-9.173,-0.965,7.756,13.071
-6.772,-1.102,6.319,12.933
-6.909,-0.965,7.756,13.071
-6.909,-0.965,7.756,13.071
-6.772,-1.102,7.874,12.933
-6.6339999999999995,-0.965,6.142,13.071
-6.909,-0.965,7.205,13.071
-6.772,-0.8270000000000001,7.598,13.484000000000002
-6.909,-0.965,6.772,13.071
-6.909,-0.965,7.736000000000001,13.071
-6.772,-1.102,7.874,12.933
-6.909,-0.965,7.736000000000001,13.071
-6.909,-0.669,7.736000000000001,13.071
-6.772,-0.512,7.815,12.933
-6.909,-0.965,7.736000000000001,13.071
-6.909,-0.965,7.756,13.071
-6.772,-1.102,7.343,12.933
-6.909,-0.965,7.756,13.071
-6.909,-0.965,7.736000000000001,13.071
-6.772,-1.102,7.598,12.933
-7.185,-0.965,7.736000000000001,13.071
-7.617999999999999,-0.8270000000000001,7.598,12.933
-6.772,-0.807,7.598,12.933
-7.185,-0.965,7.736000000000001,12.795
-7.047000000000001,-0.8270000000000001,7.598,12.933
-6.772,-1.102,7.598,12.933
-7.185,-0.965,7.736000000000001,12.795
-6.772,-1.102,7.598,12.933
-6.772,-1.102,7.598,12.933
-7.185,-0.965,7.205,13.071
-6.772,-1.102,7.598,12.933
-6.772,-1.102,7.598,13.228
-6.909,-0.965,7.736000000000001,12.795
-6.772,-1.102,7.598,12.933
-6.772,-1.102,7.343,12.657
-6.909,-0.965,7.736000000000001,12.795
-6.772,-1.102,7.598,12.933
-6.772,-1.102,7.598,12.933
-6.909,-0.965,7.736000000000001,12.795
-6.772,-1.102,7.598,12.657
-6.909,-1.26,7.736000000000001,12.795
-6.909,-1.26,7.007999999999999,12.795
-6.772,-1.969,7.598,12.657
-6.909,-0.965,7.736000000000001,12.52
-6.909,-0.965,7.736000000000001,12.795
-7.343,-1.102,7.598,12.657
-6.909,-0.47200000000000003,7.461,12.795
-6.909,-0.965,7.736000000000001,12.52
-6.772,-1.102,7.598,12.657
-6.909,-0.965,7.205,12.795
-6.909,-3.2680000000000002,7.461,12.795
-6.772,-1.102,7.598,12.933
-6.909,-1.26,7.461,12.795
-6.909,-1.26,7.461,12.795
-6.772,-1.102,5.689,12.657
-6.909,-0.669,7.461,12.795
-6.909,-1.26,7.461,12.795
-6.772,-1.102,7.598,12.657
-6.909,-1.043,7.461,12.795
-6.909,-1.26,7.461,13.071
-7.047000000000001,-1.102,7.598,12.933
-6.909,-0.965,7.461,12.795
-7.343,-1.102,7.598,12.933
-7.343,-1.102,7.579,12.657
-7.48,-1.26,7.461,12.795
-6.772,-1.102,7.598,12.657
-8.602,-0.965,7.461,12.795
-7.48,-1.26,7.461,12.795
-7.047000000000001,-1.102,6.909,12.933
-6.772,-0.807,7.362,12.657
-7.185,-0.965,7.461,13.071
-6.772,-1.102,7.579,12.933
-7.343,-1.1420000000000001,7.579,12.933
-7.185,-0.965,7.461,12.795
-7.047000000000001,-1.102,7.579,12.933
-7.617999999999999,-1.102,7.579,14.055
-7.185,-1.26,7.461,12.795
-7.047000000000001,-1.102,6.593999999999999,12.933
-8.465,-1.102,7.579,12.933
-8.031,-0.965,7.461,12.795
-7.343,-1.102,7.579,12.933
-7.185,-0.965,7.461,12.795
-7.185,-0.965,7.461,12.795
-7.047000000000001,-0.098,7.579,12.933
-6.909,-1.26,7.461,12.795
-7.185,-1.26,7.461,12.795
-7.343,-1.102,7.067,12.933
-7.185,-0.965,5.846,15.886
-8.012,-1.26,7.441,12.795
-7.598,-0.807,7.579,16.299
-6.89,-1.26,7.441,13.071
-6.89,-1.26,7.441,12.795
-7.028,-1.102,6.772,12.933
-6.89,-1.26,7.441,18.406
-6.89,-0.965,7.441,12.795
-7.028,-1.102,7.579,12.933
-6.89,-1.26,7.441,12.795
-6.89,-1.26,7.736000000000001,12.795
-7.028,-1.102,7.579,12.933
-6.89,-1.26,7.441,13.071
-6.89,-1.26,7.736000000000001,12.795
-7.028,-1.102,7.579,12.933
-6.89,-1.26,7.441,13.071
-7.028,-1.102,7.579,12.933
-7.028,-1.102,7.579,12.933
-6.89,-1.26,7.461,13.071
-7.028,-1.102,7.579,14.331
-7.028,-0.807,7.579,12.933
-6.89,-1.26,7.461,13.071
-7.028,-1.102,7.579,14.055
-7.028,-1.102,7.579,12.933
-6.89,-0.217,7.461,13.071
-7.028,-1.102,7.579,12.933
-7.028,-0.807,7.579,12.933
-6.89,-1.26,7.441,13.071
-7.028,-1.102,7.579,12.933
-7.028,-1.102,7.579,12.933
-6.89,-1.26,6.928999999999999,13.071
-7.028,-1.102,7.579,12.933
-7.028,-0.02,7.579,12.933
-6.89,-1.26,7.461,13.071
-7.598,-1.102,7.579,12.933
-6.89,-1.26,7.441,13.071
-6.89,-1.26,6.26,13.071
-7.028,-1.102,7.579,12.933
-6.89,-1.26,7.736000000000001,13.071
-6.89,-1.26,7.736000000000001,13.071
-7.028,-1.102,7.579,12.933
-6.89,-1.26,7.736000000000001,13.071
-6.89,-1.26,7.736000000000001,13.071
-7.028,-1.102,7.579,12.933
-6.89,-1.26,7.736000000000001,13.071
-6.89,-0.965,7.441,13.071
-8.72,-1.102,6.752000000000001,14.055
-7.461,-1.26,7.736000000000001,13.071
-6.89,-0.965,7.736000000000001,13.071
-7.028,-1.102,7.579,12.933
-6.89,-0.965,6.772,13.071
-6.89,-0.965,7.736000000000001,13.071
-7.028,-1.102,7.579,13.209000000000001
-6.89,-1.26,7.736000000000001,13.345999999999998
-6.89,-0.965,7.736000000000001,13.071
-7.028,-1.102,7.598,13.209000000000001
-6.89,-0.965,6.358,13.071
-6.752000000000001,-1.102,11.673,13.209000000000001
-6.752000000000001,-1.102,7.579,13.209000000000001
-6.89,-0.965,7.736000000000001,13.071
-6.752000000000001,-1.102,7.579,13.209000000000001
-6.752000000000001,-0.63,7.579,13.209000000000001
-6.89,-0.965,7.736000000000001,13.071
-6.752000000000001,-1.102,7.598,13.209000000000001
-6.752000000000001,-0.807,7.579,13.209000000000001
-6.89,-0.965,7.736000000000001,13.071
-6.752000000000001,-1.102,7.874,13.209000000000001
-6.752000000000001,-1.102,7.579,13.209000000000001
-6.89,-1.26,7.736000000000001,13.071
-6.752000000000001,-1.102,7.579,13.209000000000001
-8.72,-1.102,7.579,13.209000000000001
-6.614,-0.965,7.736000000000001,13.071
-6.752000000000001,-1.102,7.874,14.606
-6.752000000000001,-1.102,7.2829999999999995,13.209000000000001
-6.89,-0.669,7.736000000000001,13.071
-6.752000000000001,-1.102,7.874,13.209000000000001
-6.752000000000001,-1.102,7.874,13.209000000000001
-6.89,-0.965,7.736000000000001,13.071
-8.15,-0.8270000000000001,7.874,13.209000000000001
-6.89,-0.47200000000000003,7.736000000000001,16.437
-7.165,-0.965,7.5,13.050999999999998
-7.874,-0.807,7.579,13.189
-7.165,-0.669,7.736000000000001,13.050999999999998
-7.461,-0.965,7.736000000000001,13.071
-7.3229999999999995,-1.102,7.874,13.209000000000001
-9.98,-0.965,7.736000000000001,13.071
-8.857999999999999,-0.965,7.736000000000001,13.071
-6.752000000000001,-1.102,7.854,17.697
-7.461,-0.965,7.736000000000001,13.071
-7.736000000000001,-0.965,6.791,15.315
-7.598,-1.102,7.874,13.189
-7.736000000000001,-0.965,7.736000000000001,13.050999999999998
-7.461,-0.965,7.736000000000001,13.602
-7.3229999999999995,-1.161,7.874,13.465
-7.165,-0.965,7.736000000000001,13.050999999999998
-8.307,-0.965,7.736000000000001,13.050999999999998
-7.3229999999999995,-1.102,7.874,15.709000000000001
-7.165,-0.965,7.736000000000001,13.050999999999998
-7.028,-1.102,7.579,13.189
-7.028,-0.512,7.579,13.189
-7.028,-1.102,7.874,13.189
-7.3229999999999995,-1.102,7.874,13.189
-7.3229999999999995,-0.8270000000000001,7.579,13.189
-6.89,-0.965,7.736000000000001,13.050999999999998
-7.028,-1.102,7.007999999999999,13.189
-8.15,-1.102,7.579,13.189
-7.461,-0.965,7.5,13.071
-7.598,-1.102,7.579,13.209000000000001
-7.028,-1.102,7.874,16.004
-7.165,-0.965,7.736000000000001,13.050999999999998
-7.874,-1.102,7.874,17.697
-7.874,-1.102,7.579,13.189
-7.461,-0.965,7.736000000000001,13.071
-7.874,-1.102,7.874,13.189
-7.598,-1.102,7.874,13.189
-7.736000000000001,-0.965,7.736000000000001,13.050999999999998
-7.3229999999999995,-1.102,7.579,13.189
-7.598,-1.102,7.579,12.933
-8.012,-0.965,7.736000000000001,13.050999999999998
-7.598,-1.102,7.343,13.189
-7.461,-0.965,7.736000000000001,13.050999999999998
-7.461,-0.965,7.736000000000001,13.050999999999998
-20.394000000000002,-19.37,-17.933,-18.425
4.587,4.763999999999999,6.87,13.050999999999998
-7.028,-0.807,7.854,13.189
-7.461,-0.965,7.736000000000001,13.071
-7.461,-0.965,7.736000000000001,13.050999999999998
-7.598,-1.102,7.854,12.933
-7.165,-0.965,7.736000000000001,13.071
-9.705,-1.26,7.736000000000001,13.071
-7.3229999999999995,-1.102,7.854,13.189
-7.736000000000001,-1.26,7.736000000000001,13.050999999999998
-7.3229999999999995,-1.122,6.476,13.189
-7.598,-1.102,6.693,13.209000000000001
-7.165,-1.26,5.965,13.071
-9.843,-1.102,7.854,12.913
-7.598,-1.3980000000000001,7.854,12.933
-7.598,-1.102,7.579,13.189
-7.3229999999999995,-1.1420000000000001,7.854,12.913
-7.3229999999999995,-0.512,7.854,12.913
-10.550999999999998,-1.26,7.736000000000001,13.050999999999998
-7.598,-1.102,7.579,12.913
-7.598,-1.102,7.598,12.933
-7.461,-1.28,7.736000000000001,13.050999999999998
-7.874,-1.102,7.579,12.913
-7.598,-1.102,5.886,12.913
-7.461,-1.26,7.736000000000001,13.071
-7.3229999999999995,-1.102,7.579,12.933
-8.15,-1.102,7.579,13.209000000000001
-7.461,-1.26,7.736000000000001,13.071
-7.3229999999999995,-1.102,7.579,12.933
-7.3229999999999995,-1.102,7.579,13.189
-7.165,-1.26,7.736000000000001,13.071
-7.3229999999999995,-1.102,7.854,12.913
-7.461,-1.26,7.736000000000001,13.071
-7.461,-1.26,7.736000000000001,13.071
-7.598,-1.102,7.579,13.209000000000001
-7.598,-1.102,7.579,12.933
-7.461,-1.26,7.736000000000001,13.622
-7.3229999999999995,0.19699999999999998,7.579,13.484000000000002
-6.89,-1.26,7.736000000000001,13.071
-7.165,-1.26,7.736000000000001,12.795
-7.598,-1.102,7.579,12.933
-6.89,-1.26,7.736000000000001,12.795
-6.89,-1.26,7.736000000000001,12.795
-7.028,-1.102,7.579,12.933
-6.89,-1.26,7.736000000000001,12.795
-9.98,-1.26,7.736000000000001,12.795
-7.028,-0.807,7.579,12.933
-6.89,-1.26,7.736000000000001,13.622
-6.89,-1.26,7.736000000000001,12.795
-7.028,-1.102,7.579,15.728
-6.89,-1.26,6.811,12.795
-7.028,-0.807,6.693,12.933
-7.028,-1.102,7.579,12.933
-9.154,-1.26,7.736000000000001,12.795
-7.028,-1.102,7.579,12.933
-7.028,-1.102,7.579,13.209000000000001
-7.165,-1.26,7.736000000000001,12.795
-7.028,-1.102,7.579,12.933
-11.26,-1.102,7.579,12.933
-7.165,-1.26,7.736000000000001,19.252
-8.996,-1.102,7.874,12.933
-7.028,-1.3980000000000001,6.968999999999999,12.933
-7.165,-1.26,7.736000000000001,12.795
-7.3229999999999995,-1.102,7.874,12.933
-7.028,-1.3980000000000001,7.579,12.933
-7.165,-1.26,7.736000000000001,13.071
-7.028,-1.3980000000000001,7.874,12.933
-7.028,-1.3980000000000001,7.067,12.933
-6.89,-1.26,7.736000000000001,13.071
-7.165,-1.26,7.736000000000001,12.795
-7.3229999999999995,-1.102,7.874,12.933
-6.89,-0.965,7.421,13.071
-7.028,-1.102,7.874,12.933
-7.165,-0.965,7.736000000000001,12.795
-7.165,-1.26,6.831,6.831
-7.028,-1.102,7.874,12.933
-6.89,0.217,7.736000000000001,12.795
-6.89,-0.965,7.736000000000001,13.071
-7.028,-1.102,7.874,12.933
-7.028,-1.102,7.874,12.933
-6.89,-1.26,7.736000000000001,13.071
-7.028,-1.102,7.874,12.933
-6.89,-1.26,7.756,15.886
-6.89,-1.26,7.736000000000001,12.795
-9.843,-1.102,7.874,16.024
-6.89,-1.26,8.031,13.917
-6.89,-0.965,8.031,12.795
-7.028,-1.102,6.9879999999999995,12.933
-6.89,-0.965,8.031,12.795
-6.89,-1.26,7.5,14.469000000000001
-7.028,-1.102,6.949,12.933
-6.89,-1.26,7.756,13.071
-8.307,-0.965,8.031,13.071
-7.028,-1.102,7.874,12.933
-6.89,-1.26,8.031,14.469000000000001
-7.028,-0.591,7.874,12.933
-7.028,-1.102,7.874,14.035
-6.89,-0.079,8.031,13.071
-7.028,-1.102,7.874,12.933
-7.028,-1.102,7.874,12.933
-7.165,-1.2990000000000002,7.303,12.795
-6.89,-0.512,8.031,13.071
-7.028,-1.102,7.874,12.933
-6.89,-1.26,8.031,13.071
-6.752000000000001,-1.102,7.894,12.933
-6.752000000000001,-1.102,7.874,12.933
-6.89,-1.26,8.031,13.071
-7.028,-1.102,7.874,12.933
-7.028,-0.315,7.874,12.933
-8.307,-1.26,8.031,13.071
-9.843,-1.102,7.874,12.933
-6.752000000000001,-1.102,7.874,12.933
-6.89,-1.26,7.106,13.071
-5.65,-1.102,7.874,12.933
-8.857999999999999,-1.26,7.205,13.071
-6.89,0.49200000000000005,8.031,13.071
-7.028,-1.102,7.874,13.209000000000001
-6.89,-0.669,8.031,12.795
-7.165,-1.26,8.031,12.795
-7.028,-1.3980000000000001,7.874,12.933
-6.89,-1.26,8.031,12.795
-7.028,-1.3980000000000001,7.343,12.933
-7.028,-0.374,7.874,12.933
-6.89,-1.26,7.146,12.795
-6.89,-0.079,8.031,12.795
-7.028,-1.102,7.343,12.933
-6.89,-1.26,7.087000000000001,12.795
-6.89,-1.26,8.031,12.795
-7.028,-1.102,7.343,14.902000000000001
-6.89,-1.26,8.031,13.071
-6.89,-0.965,7.106,13.345999999999998
-6.752000000000001,-1.102,7.874,13.484000000000002
-6.89,-1.26,7.205,12.795
-6.89,-1.26,8.031,13.071
-8.72,-1.102,7.874,12.933
-6.89,-1.26,8.031,13.071
-7.028,-0.374,7.874,12.933
-7.3229999999999995,-1.102,6.9879999999999995,13.484000000000002
-6.89,-1.26,7.126,12.795
-7.028,-1.102,6.9879999999999995,12.933
-7.598,0.059000000000000004,7.874,12.933
-6.89,-1.26,8.031,12.795
-7.028,-1.102,7.874,12.933
-7.3229999999999995,-1.102,7.874,12.933
-7.461,0.47200000000000003,7.205,13.050999999999998
-7.3229999999999995,-1.102,7.874,14.331
-7.3229999999999995,-1.102,7.874,12.933
-7.461,-0.965,8.031,13.071
-7.3229999999999995,-1.102,7.874,12.933
-7.028,-1.161,7.874,12.933
-7.165,-1.26,7.756,13.071
-7.3229999999999995,-1.3980000000000001,7.244,12.933
-7.3229999999999995,-1.4169999999999998,7.874,12.933
-7.165,-1.26,7.756,13.345999999999998
-7.3229999999999995,-1.102,7.874,17.992
-6.89,-1.28,7.756,12.795
-6.89,-1.26,7.756,12.795
-7.028,0.039,7.874,12.933
-7.461,-1.26,7.756,12.795
-7.461,-1.26,7.756,12.795
-6.752000000000001,-5.098,7.874,13.209000000000001
-7.165,-1.26,7.736000000000001,13.071
-10.0,-1.26,6.85,12.795
-7.028,-1.3980000000000001,6.9879999999999995,12.933
-7.165,-1.26,7.756,12.795
-7.165,-1.26,7.756,12.795
-7.598,-1.102,7.874,12.933
-7.461,-1.26,7.205,12.795
-7.736000000000001,-1.26,7.736000000000001,13.345999999999998
-7.028,-1.3980000000000001,7.874,13.209000000000001
-7.165,-1.26,7.736000000000001,12.795
-7.165,-1.26,7.736000000000001,13.071
-7.598,-1.3980000000000001,7.874,13.209000000000001
-6.89,-1.26,7.736000000000001,13.071
-7.165,-1.26,7.736000000000001,13.071
-7.598,-5.059,7.874,13.209000000000001
-7.461,-1.26,7.736000000000001,13.071
-7.028,-1.3980000000000001,7.874,12.933
-7.3229999999999995,-1.102,7.874,12.933
-7.165,-0.374,7.736000000000001,13.071
-7.3229999999999995,-1.102,7.874,12.933
-7.874,-1.3980000000000001,6.693,14.587
-7.165,-1.26,5.747999999999999,12.795
-7.3229999999999995,-1.3980000000000001,7.598,12.913
-7.598,-1.4169999999999998,7.579,12.933
-7.461,-1.26,7.736000000000001,12.795
-7.3229999999999995,-1.3980000000000001,5.394,12.933
-7.3229999999999995,-0.807,6.9879999999999995,12.933
-7.165,-1.26,6.85,13.050999999999998
-7.3229999999999995,-1.3980000000000001,7.579,12.618
-7.3229999999999995,-1.3980000000000001,7.579,12.913
-7.165,-1.26,7.736000000000001,12.776
-7.3229999999999995,-1.3980000000000001,6.791,12.913
